GAlt;185.40000915527;1618074751.636405
GSpd;0.0;1618074751.636405
Hdg;245.4700012207;1618074751.6373725
ch1;-1024.0;1618074751.6393669
ch2;-1024.0;1618074751.6417747
ch3;-1024.0;1618074751.6423585
ch4;-1024.0;1618074751.6434286
RSSI;66.0;1618074751.6443539
Roll;6.0;1618074751.6454444
Ptch;9.0;1618074751.6533294
GPS;[0.9133176166666667, 0.4391188999999999];1618074751.6633031
Curr;0.0;1618074751.6633031
AccX;-0.099999994039536;1618074751.6692882
AccY;-0.079999998211861;1618074751.6742742
AccZ;0.91000002622604;1618074751.6762683
dPrs;2.0;1618074751.6842475
Bat1;25.200000762939;1618074751.6852446
Bat2;8.2800006866455;1618074751.6878214
Alt;4.4000000953674;1618074751.689234
GAlt;185.40000915527;1618074751.6932232
GSpd;0.0;1618074751.6932232
Hdg;245.4700012207;1618074751.695218
ch1;-1024.0;1618074751.697212
ch2;-1024.0;1618074751.6982098
ch3;-1024.0;1618074751.699207
ch4;-1024.0;1618074751.7002044
RSSI;64.0;1618074751.7012372
Roll;6.0;1618074751.7021992
Ptch;9.0;1618074751.7136884
GPS;[0.9133176166666667, 0.4391188999999999];1618074751.727651
Curr;0.0;1618074751.7289715
AccX;-0.099999994039536;1618074751.7396185
AccY;-0.079999998211861;1618074751.7407172
AccZ;0.91000002622604;1618074751.7433326
dPrs;2.0;1618074751.7446048
Bat1;25.200000762939;1618074751.7463915
Bat2;8.2800006866455;1618074751.7475965
Alt;4.4000000953674;1618074751.7665477
GAlt;185.40000915527;1618074751.7699885
GSpd;0.0;1618074751.7705357
Hdg;245.4700012207;1618074751.7725296
ch1;-1024.0;1618074751.7725296
ch2;-1024.0;1618074751.774525
ch3;-1024.0;1618074751.775528
ch4;-1024.0;1618074751.7765198
RSSI;64.0;1618074751.777517
Roll;6.0;1618074751.777517
Ptch;9.0;1618074751.785755
GPS;[0.9133176166666667, 0.4391188999999999];1618074751.7976816
Curr;0.0;1618074751.798461
AccX;-0.099999994039536;1618074751.8074362
AccY;-0.079999998211861;1618074751.818407
AccZ;0.91000002622604;1618074751.8204587
dPrs;2.0;1618074751.8274837
Bat1;25.200000762939;1618074751.8295157
Bat2;8.2800006866455;1618074751.830376
Alt;4.4000000953674;1618074751.8323705
GAlt;185.40000915527;1618074751.835362
GSpd;0.0;1618074751.8364434
Hdg;245.4700012207;1618074751.838354
ch1;-1024.0;1618074751.8395572
ch2;-1024.0;1618074751.8408098
ch3;-1024.0;1618074751.8424907
ch4;-1024.0;1618074751.8433437
RSSI;64.0;1618074751.8443396
Roll;6.0;1618074751.8453383
Ptch;9.0;1618074751.8553085
GPS;[0.9133176166666667, 0.4391188999999999];1618074751.8663235
Curr;0.0;1618074751.8672762
AccX;-0.099999994039536;1618074751.8722892
AccY;-0.079999998211861;1618074751.879244
AccZ;0.91000002622604;1618074751.880244
dPrs;2.0;1618074751.8842483
Bat1;25.200000762939;1618074751.8852284
Bat2;8.2800006866455;1618074751.886226
Alt;4.4000000953674;1618074751.887235
GAlt;185.40000915527;1618074751.8892176
GSpd;0.0;1618074751.890215
Hdg;245.4700012207;1618074751.8922093
ch1;-1024.0;1618074751.8922093
ch2;-1024.0;1618074751.8932762
ch3;-1024.0;1618074751.894204
ch4;-1024.0;1618074751.8952026
RSSI;64.0;1618074751.8955886
Roll;6.0;1618074751.8961995
Ptch;9.0;1618074751.9041772
GPS;[0.9133176166666667, 0.4391188999999999];1618074751.9145799
Curr;0.0;1618074751.915578
AccX;-0.099999994039536;1618074751.9215605
AccY;-0.079999998211861;1618074751.9295387
AccZ;0.91000002622604;1618074751.932531
dPrs;2.0;1618074751.93652
Bat1;25.200000762939;1618074751.9375181
Bat2;8.2800006866455;1618074751.9385154
Alt;4.4000000953674;1618074751.9405112
GAlt;185.40000915527;1618074751.9425066
GSpd;0.0;1618074751.9435036
Hdg;245.4700012207;1618074751.9445004
ch1;-1024.0;1618074751.9447296
ch2;-1024.0;1618074751.945622
ch3;-1024.0;1618074751.946494
ch4;-1024.0;1618074751.9474914
RSSI;64.0;1618074751.947951
Roll;6.0;1618074751.948534
Ptch;9.0;1618074751.957464
GPS;[0.9133176166666667, 0.4391188999999999];1618074751.9654434
Curr;0.0;1618074751.9667504
AccX;-0.099999994039536;1618074751.9714265
AccY;-0.079999998211861;1618074751.977412
